probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,placement,location,patch_size_ratio,patch_size_px,base_probe_row,similarity_drop_from_clean
35,Tung Chee-hwa,92,92,Tung Chee-hwa,0.3576718,0.3576718,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,35,0.24799209833145142
36,Tung Chee-hwa,92,92,Tung Chee-hwa,0.32327873,0.32327873,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,36,0.19585120677947998
37,Tung Chee-hwa,92,92,Tung Chee-hwa,0.37683553,0.37683553,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,37,0.2590281367301941
38,Tung Chee-hwa,92,92,Tung Chee-hwa,0.39681944,0.39681944,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,38,0.09075117111206055
39,Tung Chee-hwa,92,92,Tung Chee-hwa,0.35452145,0.35452145,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,39,0.11431092023849487
40,Tung Chee-hwa,92,92,Tung Chee-hwa,0.31927085,0.31927085,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,40,0.012059688568115234
41,Tung Chee-hwa,92,92,Tung Chee-hwa,0.3134296,0.3134296,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,41,0.1633617877960205
42,Woody Allen,96,96,Woody Allen,0.4252593,0.4252593,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,42,0.22072452306747437
43,Woody Allen,96,96,Woody Allen,0.38049978,0.38049978,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,43,0.2176438570022583
44,Woody Allen,96,4,Ben Affleck,0.15421192,0.13630295,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,44,0.17894333600997925
45,Woody Allen,96,96,Woody Allen,0.19934303,0.19934303,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,45,0.17808625102043152
46,Kim Dae-jung,46,46,Kim Dae-jung,0.37990922,0.37990922,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,46,0.22815418243408203
47,Kim Dae-jung,46,46,Kim Dae-jung,0.23665363,0.23665363,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,47,0.13791140913963318
48,Kim Dae-jung,46,46,Kim Dae-jung,0.43627274,0.43627274,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,48,0.2006767988204956
49,Kim Dae-jung,46,46,Kim Dae-jung,0.46349114,0.46349114,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,49,0.09853273630142212
50,Kim Dae-jung,46,46,Kim Dae-jung,0.413979,0.413979,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,50,0.14593881368637085
51,Kim Dae-jung,46,46,Kim Dae-jung,0.18713355,0.18713355,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,51,0.26097941398620605
52,Kim Dae-jung,46,46,Kim Dae-jung,0.4283415,0.4283415,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,52,0.044009774923324585
53,Lleyton Hewitt,51,51,Lleyton Hewitt,0.36759245,0.36759245,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,53,0.0652310848236084
54,Lleyton Hewitt,51,51,Lleyton Hewitt,0.37463164,0.37463164,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,54,0.10376089811325073
55,Lleyton Hewitt,51,51,Lleyton Hewitt,0.39242947,0.39242947,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,55,0.07730153203010559
56,Lleyton Hewitt,51,51,Lleyton Hewitt,0.46681073,0.46681073,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,56,0.09262099862098694
57,Lleyton Hewitt,51,51,Lleyton Hewitt,0.26039547,0.26039547,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,57,0.07167518138885498
58,Lleyton Hewitt,51,51,Lleyton Hewitt,0.4885813,0.4885813,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,58,0.15842968225479126
59,Lleyton Hewitt,51,51,Lleyton Hewitt,0.37881386,0.37881386,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,59,0.06619945168495178
60,Lleyton Hewitt,51,51,Lleyton Hewitt,0.23714274,0.23714274,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,60,0.15467709302902222
61,Ben Affleck,4,4,Ben Affleck,0.35968912,0.35968912,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,61,0.040185391902923584
62,Ben Affleck,4,4,Ben Affleck,0.26286152,0.26286152,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,62,0.03861963748931885
63,Ben Affleck,4,4,Ben Affleck,0.50856125,0.50856125,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,63,-0.01596248149871826
64,Ben Affleck,4,4,Ben Affleck,0.38385278,0.38385278,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,64,0.08749324083328247
65,Ben Affleck,4,4,Ben Affleck,0.26657328,0.26657328,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,65,0.038620442152023315
66,Ben Affleck,4,4,Ben Affleck,0.34750557,0.34750557,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,66,0.1419605016708374
67,Jeremy Greenstock,35,35,Jeremy Greenstock,0.5442189,0.5442189,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,67,0.1364908218383789
68,Jeremy Greenstock,35,35,Jeremy Greenstock,0.31515512,0.31515512,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,68,0.14986896514892578
69,Jeremy Greenstock,35,35,Jeremy Greenstock,0.61015487,0.61015487,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,69,0.13889193534851074
70,Jeremy Greenstock,35,35,Jeremy Greenstock,0.5084126,0.5084126,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,70,0.05613225698471069
71,Jeremy Greenstock,35,35,Jeremy Greenstock,0.3533399,0.3533399,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,71,0.1061440110206604
72,Jeremy Greenstock,35,35,Jeremy Greenstock,0.56391585,0.56391585,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,72,0.017200767993927002
73,Jeremy Greenstock,35,35,Jeremy Greenstock,0.38107097,0.38107097,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,73,0.07374277710914612
74,Jeremy Greenstock,35,4,Ben Affleck,0.20311497,0.18959334,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,74,0.12417450547218323
75,David Anderson,19,19,David Anderson,0.35688257,0.35688257,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,75,0.01073870062828064
76,David Anderson,19,19,David Anderson,0.20342845,0.20342845,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,76,0.164351224899292
77,David Anderson,19,19,David Anderson,0.29859915,0.29859915,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,77,0.10782405734062195
78,David Anderson,19,19,David Anderson,0.2644304,0.2644304,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,78,0.04844701290130615
79,John Stockton,39,39,John Stockton,0.19922197,0.19922197,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,79,-0.010286286473274231
80,John Stockton,39,39,John Stockton,0.29377037,0.29377037,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,80,-0.04154309630393982
81,Zhu Rongji,99,99,Zhu Rongji,0.23656806,0.23656806,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,83,0.13087522983551025
82,Zhu Rongji,99,99,Zhu Rongji,0.7016382,0.7016382,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,84,0.07837176322937012
83,Zhu Rongji,99,99,Zhu Rongji,0.36666363,0.36666363,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,85,0.1605149507522583
84,Zhu Rongji,99,99,Zhu Rongji,0.52272356,0.52272356,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,86,0.14262181520462036
85,Zhu Rongji,99,99,Zhu Rongji,0.5216411,0.5216411,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,87,0.04513365030288696
86,Zhu Rongji,99,99,Zhu Rongji,0.35510784,0.35510784,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,88,0.16754209995269775
87,Zhu Rongji,99,99,Zhu Rongji,0.6108404,0.6108404,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,89,0.09588664770126343
88,Zhu Rongji,99,99,Zhu Rongji,0.55242515,0.55242515,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,90,0.1300983428955078
89,Mahmoud Abbas,53,53,Mahmoud Abbas,0.28245813,0.28245813,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,91,0.25432485342025757
90,Mahmoud Abbas,53,53,Mahmoud Abbas,0.2735834,0.2735834,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,92,0.22597473859786987
91,Mahmoud Abbas,53,23,Erika Harold,0.18391365,0.11531401,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,93,0.3048864006996155
92,Mahmoud Abbas,53,53,Mahmoud Abbas,0.33016592,0.33016592,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,94,0.18602865934371948
93,Mahmoud Abbas,53,53,Mahmoud Abbas,0.31924808,0.31924808,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,95,0.21037352085113525
94,Mahmoud Abbas,53,53,Mahmoud Abbas,0.28868705,0.28868705,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,96,0.16295602917671204
95,Mahmoud Abbas,53,53,Mahmoud Abbas,0.4325732,0.4325732,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,97,0.13409185409545898
96,Mahmoud Abbas,53,53,Mahmoud Abbas,0.49098086,0.49098086,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,98,0.20015311241149902
97,Gloria Macapagal Arroyo,25,88,Tom Cruise,0.20217928,0.13346925,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,99,0.06623655557632446
98,Gloria Macapagal Arroyo,25,28,Holly Hunter,0.26468143,0.25936413,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,100,0.08432930707931519
99,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.27475214,0.27475214,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,101,0.08916321396827698
100,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.34629375,0.34629375,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,102,0.045182228088378906
101,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.15435056,0.15435056,True,False,False,True,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,103,0.18412353098392487
102,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.3206857,0.3206857,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,104,0.1845850646495819
103,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.19933352,0.19933352,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,105,0.1394900381565094
104,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.2989273,0.2989273,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,106,0.11202514171600342
105,Steven Spielberg,84,84,Steven Spielberg,0.46989077,0.46989077,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,107,0.19416099786758423
106,Steven Spielberg,84,84,Steven Spielberg,0.30938625,0.30938625,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,109,0.1431700587272644
107,Steven Spielberg,84,84,Steven Spielberg,0.52859914,0.52859914,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,110,0.16151106357574463
108,Steven Spielberg,84,82,Silvan Shalom,0.16737464,0.15918286,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,112,0.30073313415050507
109,Norm Coleman,63,63,Norm Coleman,0.40598893,0.40598893,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,113,0.002907395362854004
110,Norm Coleman,63,63,Norm Coleman,0.37864047,0.37864047,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,114,-0.02417975664138794
111,Norm Coleman,63,63,Norm Coleman,0.5896316,0.5896316,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,115,-0.008471429347991943
112,Norm Coleman,63,63,Norm Coleman,0.410134,0.410134,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,116,0.024413615465164185
113,Norm Coleman,63,63,Norm Coleman,0.3621652,0.3621652,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,117,0.04597306251525879
114,Norm Coleman,63,63,Norm Coleman,0.3949594,0.3949594,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,118,0.03768050670623779
115,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.26552948,0.26552948,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,119,0.16263347864151
116,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.31986082,0.31986082,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,120,0.24816960096359253
117,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.28131947,0.28131947,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,121,0.14999601244926453
118,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.31694454,0.31694454,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,122,0.18180572986602783
119,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.29960853,0.29960853,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,123,0.14948302507400513
120,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.12563422,0.12563422,True,False,False,True,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,124,0.16667118668556213
121,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.23378018,0.23378018,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,125,0.16814792156219482
122,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.38538888,0.38538888,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,126,0.1800890862941742
123,Robert Blake,74,74,Robert Blake,0.64507926,0.64507926,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,127,0.08412957191467285
124,Robert Blake,74,74,Robert Blake,0.358787,0.358787,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,128,0.13010454177856445
125,Robert Blake,74,74,Robert Blake,0.31097567,0.31097567,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,129,0.09162867069244385
126,Robert Blake,74,74,Robert Blake,0.29704085,0.29704085,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,130,0.1010066568851471
127,Robert Blake,74,53,Mahmoud Abbas,0.1775738,0.12698647,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,131,0.2338506579399109
128,Robert Blake,74,74,Robert Blake,0.18056759,0.18056759,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,132,0.2154863178730011
129,Robert Blake,74,74,Robert Blake,0.3142472,0.3142472,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,133,0.3123469948768616
130,Queen Elizabeth II,69,69,Queen Elizabeth II,0.23148489,0.23148489,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,134,0.20624881982803345
131,Queen Elizabeth II,69,69,Queen Elizabeth II,0.20624104,0.20624104,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,135,0.143721342086792
132,Queen Elizabeth II,69,4,Ben Affleck,0.17173812,0.15394919,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,136,0.1891980618238449
133,Queen Elizabeth II,69,69,Queen Elizabeth II,0.3656202,0.3656202,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,chin,0.3,34,137,0.09013238549232483
