probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,base_probe_row,similarity_drop_from_clean
21,Edmund Stoiber,21,21,Edmund Stoiber,0.21057945,0.21057945,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,21,0.1666017770767212
22,Edmund Stoiber,21,21,Edmund Stoiber,0.38530916,0.38530916,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,22,0.018462687730789185
23,Edmund Stoiber,21,21,Edmund Stoiber,0.19940338,0.19940338,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,23,0.28134554624557495
24,Edmund Stoiber,21,30,Ian Thorpe,0.14142533,0.13713524,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,24,0.2581395208835602
25,Edmund Stoiber,21,21,Edmund Stoiber,0.22391157,0.22391157,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,25,0.2636338621377945
26,Edmund Stoiber,21,11,Carla Del Ponte,0.14632381,0.09727613,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,26,0.2647572383284569
27,Edmund Stoiber,21,93,Victoria Clarke,0.22211617,0.15259069,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,27,0.03956744074821472
28,Edmund Stoiber,21,11,Carla Del Ponte,0.13991496,0.08455585,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,28,0.20167921483516693
29,Carmen Electra,12,12,Carmen Electra,0.16961904,0.16961904,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,29,0.20853276550769806
30,Carmen Electra,12,58,Michael Jackson,0.14966685,0.12609357,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,30,0.5177463293075562
31,Carmen Electra,12,12,Carmen Electra,0.15134466,0.15134466,True,False,False,True,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,31,0.38340795040130615
32,Carmen Electra,12,12,Carmen Electra,0.28618288,0.28618288,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,32,0.2490779161453247
33,Carmen Electra,12,12,Carmen Electra,0.30669177,0.30669177,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,33,0.38754570484161377
34,Tung Chee-hwa,92,92,Tung Chee-hwa,0.3878066,0.3878066,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,34,0.029282808303833008
35,Tung Chee-hwa,92,92,Tung Chee-hwa,0.23333663,0.23333663,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,35,0.37248241901397705
36,Tung Chee-hwa,92,92,Tung Chee-hwa,0.4605565,0.4605565,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,36,0.05848449468612671
37,Tung Chee-hwa,92,92,Tung Chee-hwa,0.49669152,0.49669152,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,37,0.13930130004882812
38,Tung Chee-hwa,92,92,Tung Chee-hwa,0.3432814,0.3432814,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,38,0.14427560567855835
39,Tung Chee-hwa,92,92,Tung Chee-hwa,0.49358356,0.49358356,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,39,-0.024746686220169067
40,Tung Chee-hwa,92,93,Victoria Clarke,0.23226869,-0.023884825,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,40,0.3552892729640007
41,Tung Chee-hwa,92,36,Jiang Zemin,0.15647444,0.14910075,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,41,0.3277219831943512
42,Woody Allen,96,96,Woody Allen,0.4390427,0.4390427,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,42,0.2070174217224121
43,Woody Allen,96,96,Woody Allen,0.33768368,0.33768368,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,43,0.2604142427444458
44,Woody Allen,96,96,Woody Allen,0.31115845,0.31115845,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,44,0.004146963357925415
45,Woody Allen,96,93,Victoria Clarke,0.1997788,0.13571459,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,45,0.24189502000808716
46,Kim Dae-jung,46,46,Kim Dae-jung,0.4773002,0.4773002,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,46,0.13078126311302185
47,Kim Dae-jung,46,46,Kim Dae-jung,0.36730152,0.36730152,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,47,0.007291585206985474
48,Kim Dae-jung,46,46,Kim Dae-jung,0.5104845,0.5104845,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,48,0.1265442967414856
49,Kim Dae-jung,46,93,Victoria Clarke,0.23377317,0.10544327,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,49,0.4566110074520111
50,Kim Dae-jung,46,46,Kim Dae-jung,0.18973023,0.18973023,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,50,0.37023603916168213
51,Kim Dae-jung,46,46,Kim Dae-jung,0.4436227,0.4436227,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,51,0.004475712776184082
52,Kim Dae-jung,46,46,Kim Dae-jung,0.43510354,0.43510354,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,52,0.03733834624290466
53,Lleyton Hewitt,51,93,Victoria Clarke,0.20998333,0.07374251,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,53,0.35915547609329224
54,Lleyton Hewitt,51,51,Lleyton Hewitt,0.28859854,0.28859854,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,54,0.18990164995193481
55,Lleyton Hewitt,51,51,Lleyton Hewitt,0.424142,0.424142,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,55,0.04563099145889282
56,Lleyton Hewitt,51,93,Victoria Clarke,0.30495507,0.20234632,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,56,0.3571930527687073
57,Lleyton Hewitt,51,93,Victoria Clarke,0.21279293,0.1633066,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,57,0.16892361640930176
58,Lleyton Hewitt,51,51,Lleyton Hewitt,0.44070333,0.44070333,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,58,0.20630204677581787
59,Lleyton Hewitt,51,52,Madonna,0.16352741,0.07414451,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,59,0.3709079921245575
60,Lleyton Hewitt,51,51,Lleyton Hewitt,0.39234248,0.39234248,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,60,-0.0006630122661590576
61,Ben Affleck,4,4,Ben Affleck,0.24591753,0.24591753,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,61,0.15388396382331848
62,Ben Affleck,4,4,Ben Affleck,0.30356294,0.30356294,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,62,-0.0020107924938201904
63,Ben Affleck,4,4,Ben Affleck,0.514763,0.514763,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,63,-0.022418618202209473
64,Ben Affleck,4,4,Ben Affleck,0.49376714,0.49376714,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,64,-0.022490501403808594
65,Ben Affleck,4,4,Ben Affleck,0.32968706,0.32968706,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,65,-0.024488240480422974
66,Ben Affleck,4,4,Ben Affleck,0.4896794,0.4896794,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,66,-0.00027695298194885254
67,Jeremy Greenstock,35,93,Victoria Clarke,0.28012896,0.2345216,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,67,0.4462004005908966
68,Jeremy Greenstock,35,35,Jeremy Greenstock,0.42568076,0.42568076,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,68,0.03929281234741211
69,Jeremy Greenstock,35,35,Jeremy Greenstock,0.36764145,0.36764145,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,69,0.381521999835968
70,Jeremy Greenstock,35,35,Jeremy Greenstock,0.51997507,0.51997507,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,70,0.044544875621795654
71,Jeremy Greenstock,35,93,Victoria Clarke,0.2665411,0.2625798,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,71,0.19679749011993408
72,Jeremy Greenstock,35,35,Jeremy Greenstock,0.25857204,0.25857204,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,72,0.3224650025367737
73,Jeremy Greenstock,35,93,Victoria Clarke,0.21069184,0.12082791,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,73,0.3338572382926941
74,Jeremy Greenstock,35,93,Victoria Clarke,0.3177678,0.18236327,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,74,0.13134002685546875
75,David Anderson,19,19,David Anderson,0.33089322,0.33089322,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,75,0.03666740655899048
76,David Anderson,19,19,David Anderson,0.34651154,0.34651154,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,76,0.021229803562164307
77,David Anderson,19,52,Madonna,0.1412205,-0.03640764,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,77,0.4428013451397419
78,David Anderson,19,37,Joe Lieberman,0.18123001,0.15296333,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,78,0.15997399389743805
79,John Stockton,39,65,Paul Wolfowitz,0.21892713,0.15610981,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,79,0.032867953181266785
80,John Stockton,39,35,Jeremy Greenstock,0.15488905,0.04464258,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,80,0.20751510933041573
81,Zhu Rongji,99,99,Zhu Rongji,0.28349632,0.28349632,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,83,0.0838976502418518
82,Zhu Rongji,99,93,Victoria Clarke,0.27738014,0.071360305,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,84,0.7086571902036667
83,Zhu Rongji,99,99,Zhu Rongji,0.3352804,0.3352804,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,85,0.1920938789844513
84,Zhu Rongji,99,99,Zhu Rongji,0.27107915,0.27107915,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,86,0.3943367302417755
85,Zhu Rongji,99,93,Victoria Clarke,0.14039412,-0.011212744,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,87,0.5779878869652748
86,Zhu Rongji,99,99,Zhu Rongji,0.42675632,0.42675632,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,88,0.09593325853347778
87,Zhu Rongji,99,99,Zhu Rongji,0.47384986,0.47384986,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,89,0.23281314969062805
88,Zhu Rongji,99,11,Carla Del Ponte,0.1790343,0.0007161456,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,90,0.6817117375321686
89,Mahmoud Abbas,53,53,Mahmoud Abbas,0.3301631,0.3301631,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,91,0.20647099614143372
90,Mahmoud Abbas,53,53,Mahmoud Abbas,0.37706023,0.37706023,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,92,0.12250891327857971
91,Mahmoud Abbas,53,0,Abdullah Gul,0.23215997,-0.0058858423,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,93,0.4260422019287944
92,Mahmoud Abbas,53,11,Carla Del Ponte,0.18229233,0.14258459,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,94,0.3735879957675934
93,Mahmoud Abbas,53,53,Mahmoud Abbas,0.31548145,0.31548145,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,95,0.21409359574317932
94,Mahmoud Abbas,53,53,Mahmoud Abbas,0.19895416,0.19895416,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,96,0.25274091958999634
95,Mahmoud Abbas,53,53,Mahmoud Abbas,0.16964103,0.16964103,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,97,0.3968418091535568
96,Mahmoud Abbas,53,93,Victoria Clarke,0.19050245,0.05490549,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,98,0.6362916678190231
97,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.22099057,0.22099057,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,99,-0.021003752946853638
98,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.29052216,0.29052216,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,100,0.05330514907836914
99,Gloria Macapagal Arroyo,25,29,Hu Jintao,0.17197607,0.16589886,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,101,0.19808274507522583
100,Gloria Macapagal Arroyo,25,30,Ian Thorpe,0.18774226,0.1675319,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,102,0.22410698235034943
101,Gloria Macapagal Arroyo,25,23,Erika Harold,0.21702895,0.06318751,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,103,0.2753988206386566
102,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.24348919,0.24348919,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,104,0.26184649765491486
103,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.3182795,0.3182795,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,105,0.020489752292633057
104,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.2392563,0.2392563,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,106,0.17164579033851624
105,Steven Spielberg,84,98,Yasser Arafat,0.19038877,0.10397112,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,107,0.5600787401199341
106,Steven Spielberg,84,98,Yasser Arafat,0.18874915,0.114386216,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,109,0.3381900042295456
107,Steven Spielberg,84,84,Steven Spielberg,0.21909451,0.21909451,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,110,0.4709371328353882
108,Steven Spielberg,84,84,Steven Spielberg,0.2161561,0.2161561,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,112,0.24378103017807007
109,Norm Coleman,63,63,Norm Coleman,0.30979472,0.30979472,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,113,0.09909248352050781
110,Norm Coleman,63,24,George W Bush,0.18500751,0.15928757,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,114,0.19515782594680786
111,Norm Coleman,63,14,Chanda Rubin,0.12192474,0.092158854,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,115,0.4888826012611389
112,Norm Coleman,63,63,Norm Coleman,0.37206852,0.37206852,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,116,0.06228971481323242
113,Norm Coleman,63,93,Victoria Clarke,0.15728027,0.14087051,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,117,0.26723945140838623
114,Norm Coleman,63,93,Victoria Clarke,0.2039459,0.14247437,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,118,0.2902026027441025
115,Catherine Zeta-Jones,13,93,Victoria Clarke,0.17853919,-0.06288783,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,119,0.4909673482179642
116,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.29802537,0.29802537,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,120,0.27004992961883545
117,Catherine Zeta-Jones,13,0,Abdullah Gul,0.17459126,-0.0071825553,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,121,0.43851025588810444
118,Catherine Zeta-Jones,13,30,Ian Thorpe,0.1503427,0.12636967,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,122,0.3724208325147629
119,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.18251796,0.18251796,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,123,0.2667529731988907
120,Catherine Zeta-Jones,13,31,JK Rowling,0.17628027,0.12254009,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,124,0.1697249412536621
121,Catherine Zeta-Jones,13,31,JK Rowling,0.17221662,0.15464729,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,125,0.2473336160182953
122,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.32152253,0.32152253,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,126,0.24398791790008545
123,Robert Blake,74,74,Robert Blake,0.37004644,0.37004644,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,127,0.3591158390045166
124,Robert Blake,74,74,Robert Blake,0.20764449,0.20764449,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,128,0.2814328968524933
125,Robert Blake,74,93,Victoria Clarke,0.1220022,-0.025869856,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,129,0.42852247692644596
126,Robert Blake,74,37,Joe Lieberman,0.16718465,0.14863694,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,130,0.24955791234970093
127,Robert Blake,74,94,Wen Jiabao,0.13794975,0.010978663,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,131,0.34993777237832546
128,Robert Blake,74,64,Paul Martin,0.10272804,0.07633841,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,132,0.319663405418396
129,Robert Blake,74,87,Tim Henman,0.1613437,0.1503789,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,133,0.4760959595441818
130,Queen Elizabeth II,69,93,Victoria Clarke,0.39840466,0.30398554,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,134,0.13393977284431458
131,Queen Elizabeth II,69,69,Queen Elizabeth II,0.31346574,0.31346574,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,135,0.03662693500518799
132,Queen Elizabeth II,69,69,Queen Elizabeth II,0.36595756,0.36595756,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,136,-0.02274024486541748
133,Queen Elizabeth II,69,69,Queen Elizabeth II,0.18942702,0.18942702,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,137,0.2664302587509155
134,Queen Elizabeth II,69,69,Queen Elizabeth II,0.21576747,0.21576747,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,138,0.08845430612564087
135,Queen Elizabeth II,69,69,Queen Elizabeth II,0.16102174,0.16102174,True,False,False,True,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,139,0.1493091583251953
136,Queen Elizabeth II,69,69,Queen Elizabeth II,0.36042964,0.36042964,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,140,0.04326462745666504
137,Queen Elizabeth II,69,69,Queen Elizabeth II,0.31638265,0.31638265,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,141,0.19665229320526123
138,Martha Stewart,55,93,Victoria Clarke,0.22768608,0.1250148,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,142,0.4738228768110275
139,Martha Stewart,55,30,Ian Thorpe,0.17252699,0.043419223,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,143,0.4938691444694996
140,Martha Stewart,55,93,Victoria Clarke,0.2326131,0.08821273,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,144,0.4632566571235657
141,Martha Stewart,55,55,Martha Stewart,0.20918609,0.20918609,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,145,0.12393607199192047
142,Robert Kocharian,75,75,Robert Kocharian,0.5200002,0.5200002,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,146,0.1281745433807373
143,Robert Kocharian,75,75,Robert Kocharian,0.5475677,0.5475677,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,147,0.13987815380096436
144,Robert Kocharian,75,75,Robert Kocharian,0.42379558,0.42379558,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,148,0.19005000591278076
145,Robert Kocharian,75,75,Robert Kocharian,0.44960862,0.44960862,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,149,0.002693772315979004
146,Scott Peterson,80,80,Scott Peterson,0.3830841,0.3830841,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,150,0.13471302390098572
147,Scott Peterson,80,80,Scott Peterson,0.25545973,0.25545973,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,151,0.19116699695587158
148,Scott Peterson,80,80,Scott Peterson,0.26606613,0.26606613,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,152,0.19609662890434265
149,Scott Peterson,80,80,Scott Peterson,0.35061044,0.35061044,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,153,0.17316240072250366
150,Ray Romano,70,37,Joe Lieberman,0.18314724,0.17365003,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,154,0.3947014808654785
151,Ray Romano,70,70,Ray Romano,0.19751194,0.19751194,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,155,0.36077579855918884
152,Ray Romano,70,70,Ray Romano,0.40212053,0.40212053,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,156,0.19641506671905518
153,Ray Romano,70,70,Ray Romano,0.23321167,0.23321167,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,157,0.3016398847103119
154,Ray Romano,70,70,Ray Romano,0.40891373,0.40891373,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,158,0.12113261222839355
155,Ray Romano,70,70,Ray Romano,0.3604924,0.3604924,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,159,0.08426013588905334
156,Ray Romano,70,23,Erika Harold,0.12987371,0.12765017,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,160,0.29276803135871887
157,Ray Romano,70,70,Ray Romano,0.38771033,0.38771033,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,161,0.24284565448760986
158,Mark Hurlbert,54,54,Mark Hurlbert,0.24554409,0.24554409,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,162,0.2878691405057907
159,Mark Hurlbert,54,54,Mark Hurlbert,0.31525928,0.31525928,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,163,0.05765646696090698
